"age_grp";"race";"Model";"#Obs";"#Param";"DF";"SSE";"MSE";"Auto Corr";"Segment";"Joinpoint";"Joinpoint 95% LCL";"Joinpoint 95% UCL";"Intercept Estimate";"Intercept Std Error";"Intercept Test Statistic";"Intercept P-Value";"Slope Estimate";"Slope Std Error";"Slope Test Statistic";"Slope P-Value";"SlopeChg Estimate";"SlopeChg Std Error";"SlopeChg Test Statistic";"SlopeChg P-Value";"Covar-Int vs Int";"Covar-Int vs Slope";"Covar-Slope vs Slope";"Corr-Int vs Int";"Corr-Int vs Slope";"Corr-Slope vs Slope"
65andup;hisp;5;50;12;38;82864.017340;2180.632035;Uncorrelated;4;37;36;38;4.643747;2.739275;1.695247;0.099446;-0.123543;0.071224;-1.734571;0.092150;-0.252571;0.096091;-2.628452;0.012919;5.763695;0.000000;0.072046;1.000000;0.000000;1.000000
65andup;hisp;5;50;12;38;82864.017340;2180.632035;Uncorrelated;5;40;39;44;-0.664646;0.268414;-2.476197;0.018581;0.009167;0.005849;1.567333;0.126577;0.132710;0.071464;1.857028;0.072252;0.005473;0.000000;0.000034;1.000000;0.000000;1.000000
65andup;multirace;0;50;2;48;4370.271720;91.047328;Uncorrelated;0;NA;NA;NA;-0.898120;0.014891;-60.312258;0.000000;0.000177;0.000484;0.365710;0.716189;NA;NA;NA;NA;0.000222;-0.000006;0.000000;1.000000;-0.882344;1.000000
65andup;nhopi;0;50;2;48;3279.717153;68.327441;Uncorrelated;0;NA;NA;NA;-0.293412;0.025087;-11.695820;0.000000;0.002752;0.000798;3.447088;0.001188;NA;NA;NA;NA;0.000629;-0.000018;0.000001;1.000000;-0.888207;1.000000
all_ages;aian;5;50;12;38;50.259671;1.322623;Uncorrelated;0;NA;NA;NA;0.065001;0.011493;5.655477;0.000003;-0.000406;0.000739;-0.548674;0.586923;NA;NA;NA;NA;0.000132;0.000000;1.801690;1.000000;0.000000;1.000000
all_ages;aian;5;50;12;38;50.259671;1.322623;Uncorrelated;1;27;25;28;-1.989386;1.006324;-1.976884;0.056460;0.075683;0.035288;2.144726;0.039431;0.076088;0.035296;2.155744;0.038492;0.000001;0.000000;0.001217;1.000000;0.000000;1.000000
all_ages;aian;5;50;12;38;50.259671;1.322623;Uncorrelated;2;30;29;32;0.191388;0.179824;1.064308;0.294915;0.002990;0.005330;0.561051;0.578553;-0.072692;0.035688;-2.036877;0.049750;1.012688;0.000000;0.105261;1.000000;0.000000;1.000000
all_ages;aian;5;50;12;38;50.259671;1.322623;Uncorrelated;3;37;34;38;2.169436;1.342270;1.616244;0.115563;-0.050470;0.034883;-1.446854;0.157371;-0.053461;0.035288;-1.514999;0.139293;0.001245;0.000000;0.000056;1.000000;0.000000;1.000000
all_ages;aian;5;50;12;38;50.259671;1.322623;Uncorrelated;4;40;38;42;-0.852847;0.324440;-2.628674;0.012913;0.025087;0.007515;3.338253;0.002099;0.075557;0.035683;2.117448;0.041844;0.032337;0.000000;0.283092;1.000000;0.000000;1.000000
all_ages;aian;5;50;12;38;50.259671;1.322623;Uncorrelated;5;46;43;48;2.536314;0.532064;4.766936;0.000037;-0.048591;0.010980;-4.425221;0.000099;-0.073677;0.013306;-5.537257;0.000004;0.000028;0.000000;0.000121;1.000000;0.000000;1.000000
all_ages;asian;5;50;12;38;467.587476;12.304934;Uncorrelated;0;NA;NA;NA;-0.664712;0.012388;-53.656760;0.000000;-0.001185;0.000863;-1.372806;0.179071;NA;NA;NA;NA;0.000153;0.000000;1.455766;1.000000;0.000000;1.000000
all_ages;asian;5;50;12;38;467.587476;12.304934;Uncorrelated;1;25;21;26;-2.810289;1.019528;-2.756459;0.009443;0.084638;0.038415;2.203231;0.034668;0.085823;0.038425;2.233519;0.032410;0.000001;0.000000;0.001149;1.000000;0.000000;1.000000
all_ages;asian;5;50;12;38;467.587476;12.304934;Uncorrelated;2;28;27;29;1.118131;0.261699;4.272591;0.000154;-0.055663;0.008446;-6.590097;0.000000;-0.140301;0.039333;-3.567003;0.001128;1.039438;0.000000;0.207776;1.000000;0.000000;1.000000
all_ages;asian;5;50;12;38;467.587476;12.304934;Uncorrelated;3;34;31;35;-5.005763;1.206551;-4.148819;0.000220;0.124452;0.033903;3.670849;0.000847;0.180115;0.034939;5.155112;0.000012;0.001476;0.000000;0.000134;1.000000;0.000000;1.000000
all_ages;asian;5;50;12;38;467.587476;12.304934;Uncorrelated;4;37;36;38;2.439621;0.455825;5.352101;0.000007;-0.076775;0.011566;-6.637805;0.000000;-0.201227;0.035821;-5.617498;0.000003;0.068486;0.000000;0.035641;1.000000;0.000000;1.000000
all_ages;asian;5;50;12;38;467.587476;12.304934;Uncorrelated;5;42;40;46;-1.628632;0.188789;-8.626745;0.000000;0.020088;0.004042;4.970421;0.000020;0.096863;0.012252;7.905847;0.000000;0.000071;0.000000;0.000016;1.000000;0.000000;1.000000
all_ages;black;4;50;10;40;2065.733397;51.643335;Uncorrelated;0;NA;NA;NA;0.179564;0.014703;12.212536;0.000000;-0.000304;0.001026;-0.296247;0.768744;NA;NA;NA;NA;0.000216;0.000000;0.000057;1.000000;0.000000;1.000000
all_ages;black;4;50;10;40;2065.733397;51.643335;Uncorrelated;1;25;20;26;-2.237001;1.244592;-1.797376;0.080669;0.096359;0.046890;2.054993;0.047191;0.096663;0.046901;2.060982;0.046585;0.000001;0.000000;2.073288;1.000000;0.000000;1.000000
all_ages;black;4;50;10;40;2065.733397;51.643335;Uncorrelated;2;28;24;29;1.575737;0.237080;6.646435;0.000000;-0.039811;0.007528;-5.288268;0.000006;-0.136169;0.047490;-2.867296;0.006878;1.549010;0.000000;0.001555;1.000000;0.000000;1.000000
all_ages;black;4;50;10;40;2065.733397;51.643335;Uncorrelated;3;35;27;37;-1.230249;1.439892;-0.854404;0.398532;0.040360;0.039434;1.023506;0.312898;0.080171;0.040146;1.997002;0.053428;0.002199;0.000000;0.014213;1.000000;0.000000;1.000000
all_ages;black;4;50;10;40;2065.733397;51.643335;Uncorrelated;4;38;30;47;0.792423;0.119217;6.646867;0.000000;-0.012868;0.002666;-4.825770;0.000026;-0.053228;0.039524;-1.346745;0.186480;0.056207;0.000000;0.000007;1.000000;0.000000;1.000000
all_ages;hisp;5;50;12;38;1782.032844;46.895601;Uncorrelated;0;NA;NA;NA;-0.354526;0.024415;-14.521067;0.000000;0.000628;0.001697;0.370294;0.713530;NA;NA;NA;NA;0.000596;0.000000;4.876486;1.000000;0.000000;1.000000
all_ages;hisp;5;50;12;38;1782.032844;46.895601;Uncorrelated;1;25;21;28;-1.925467;0.471672;-4.082215;0.000266;0.063466;0.016768;3.784927;0.000617;0.062838;0.016854;3.728412;0.000722;0.000003;0.000000;0.003853;1.000000;0.000000;1.000000
all_ages;hisp;5;50;12;38;1782.032844;46.895601;Uncorrelated;2;31;30;32;3.463230;2.260075;1.532352;0.134967;-0.110363;0.069638;-1.584820;0.122545;-0.173829;0.071628;-2.426833;0.020856;0.222475;0.000000;6.729714;1.000000;0.000000;1.000000
all_ages;hisp;5;50;12;38;1782.032844;46.895601;Uncorrelated;3;34;33;35;-4.659155;2.208277;-2.109860;0.042538;0.128531;0.062070;2.070741;0.046279;0.238894;0.093285;2.560906;0.015199;0.000281;0.000000;0.004548;1.000000;0.000000;1.000000
all_ages;hisp;5;50;12;38;1782.032844;46.895601;Uncorrelated;4;37;36;38;4.722962;2.594169;1.820607;0.077746;-0.125040;0.067439;-1.854119;0.072678;-0.253571;0.091655;-2.766569;0.009210;5.107938;0.000000;0.063095;1.000000;0.000000;1.000000
all_ages;hisp;5;50;12;38;1782.032844;46.895601;Uncorrelated;5;40;39;43;-0.674588;0.251186;-2.685610;0.011242;0.009899;0.005486;1.804276;0.080322;0.134939;0.067662;1.994311;0.054434;0.004849;0.000000;0.000030;1.000000;0.000000;1.000000
all_ages;multirace;0;50;2;48;76.787828;1.599746;Uncorrelated;0;NA;NA;NA;-0.812405;0.011773;-69.008595;0.000000;0.001206;0.000380;3.178148;0.002594;NA;NA;NA;NA;0.000139;-0.000004;0.000000;1.000000;-0.884722;1.000000
all_ages;nhopi;0;50;2;48;81.329610;1.694367;Uncorrelated;0;NA;NA;NA;-0.147417;0.022701;-6.493995;0.000000;0.004921;0.000714;6.889799;0.000000;NA;NA;NA;NA;0.000515;-0.000014;0.000001;1.000000;-0.891561;1.000000
under65;aian;5;50;12;38;50.724921;1.334866;Uncorrelated;0;NA;NA;NA;0.514312;0.014271;36.039517;0.000000;0.001574;0.000920;1.710453;0.096569;NA;NA;NA;NA;0.000204;0.000000;2.694260;1.000000;0.000000;1.000000
under65;aian;5;50;12;38;50.724921;1.334866;Uncorrelated;1;27;24;28;-1.770605;1.253862;-1.412121;0.167275;0.086200;0.043943;1.961628;0.058287;0.084627;0.043953;1.925394;0.062834;0.000001;0.000000;0.001819;1.000000;0.000000;1.000000
under65;aian;5;50;12;38;50.724921;1.334866;Uncorrelated;2;30;28;32;0.610451;0.221962;2.750245;0.009590;0.006832;0.006606;1.034217;0.308554;-0.079369;0.044437;-1.786093;0.083276;1.572170;0.000000;0.146546;1.000000;0.000000;1.000000
under65;aian;5;50;12;38;50.724921;1.334866;Uncorrelated;3;37;35;38;3.222097;1.641420;1.962993;0.058122;-0.063753;0.042645;-1.494978;0.144422;-0.070585;0.043154;-1.635672;0.111412;0.001931;0.000000;0.000079;1.000000;0.000000;1.000000
under65;aian;5;50;12;38;50.724921;1.334866;Uncorrelated;4;40;38;42;-0.309174;0.382813;-0.807637;0.425083;0.024528;0.008866;2.766538;0.009210;0.088282;0.043557;2.026816;0.050824;0.049267;0.000000;0.433897;1.000000;0.000000;1.000000
under65;aian;5;50;12;38;50.724921;1.334866;Uncorrelated;5;46;42;48;2.426553;0.658708;3.683804;0.000817;-0.034944;0.013603;-2.568826;0.014914;-0.059472;0.016237;-3.662690;0.000867;0.000044;0.000000;0.000185;1.000000;0.000000;1.000000
under65;asian;5;50;12;38;153.386846;4.036496;Uncorrelated;0;NA;NA;NA;-0.930776;0.016994;-54.770864;0.000000;-0.000343;0.001187;-0.289363;0.774114;NA;NA;NA;NA;0.000289;0.000000;0.142751;1.000000;0.000000;1.000000
under65;asian;5;50;12;38;153.386846;4.036496;Uncorrelated;1;25;22;26;-3.186578;1.419566;-2.244754;0.031607;0.089889;0.053497;1.680242;0.102354;0.090232;0.053511;1.686247;0.101182;0.000001;0.000000;0.000122;1.000000;0.000000;1.000000
under65;asian;5;50;12;38;153.386846;4.036496;Uncorrelated;2;28;27;29;2.677320;1.520661;1.760629;0.087567;-0.119536;0.051599;-2.316638;0.026875;-0.209425;0.074327;-2.817633;0.008110;2.015168;0.000000;0.381722;1.000000;0.000000;1.000000
under65;asian;5;50;12;38;153.386846;4.036496;Uncorrelated;3;31;30;34;-2.630589;0.377824;-6.962474;0.000000;0.051687;0.011056;4.675166;0.000048;0.171223;0.052770;3.244693;0.002695;0.002862;0.000000;0.000245;1.000000;0.000000;1.000000
under65;asian;5;50;12;38;153.386846;4.036496;Uncorrelated;4;37;35;39;1.594022;0.617836;2.580007;0.014520;-0.062492;0.015653;-3.992422;0.000344;-0.114179;0.019163;-5.958197;0.000001;2.312409;0.000000;0.068139;1.000000;0.000000;1.000000
under65;asian;5;50;12;38;153.386846;4.036496;Uncorrelated;5;42;39;47;-1.449456;0.261034;-5.552743;0.000004;0.009972;0.005613;1.776570;0.084860;0.072464;0.016629;4.357776;0.000121;0.002662;0.000000;0.000032;1.000000;0.000000;1.000000
under65;black;2;50;6;44;847.018083;19.250411;Uncorrelated;0;NA;NA;NA;0.408412;0.014080;29.005702;0.000000;0.000851;0.000985;0.863560;0.392734;NA;NA;NA;NA;0.000198;0.000000;0.002099;1.000000;0.000000;1.000000
under65;black;2;50;6;44;847.018083;19.250411;Uncorrelated;1;25;22;26;-0.995243;1.215680;-0.818672;0.417595;0.056997;0.045812;1.244133;0.220350;0.056146;0.045823;1.225284;0.227295;0.000001;0.000000;0.001644;1.000000;0.000000;1.000000
under65;black;2;50;6;44;847.018083;19.250411;Uncorrelated;2;28;27;29;0.828593;0.040543;20.437573;0.000000;-0.008140;0.001013;-8.036374;0.000000;-0.065137;0.045824;-1.421472;0.162563;1.477878;0.000000;0.000001;1.000000;0.000000;1.000000
under65;hisp;5;50;12;38;920.288444;24.218117;Uncorrelated;0;NA;NA;NA;-0.385247;0.024453;-15.754390;0.000000;0.002129;0.001697;1.253968;0.218664;NA;NA;NA;NA;0.000598;0.000000;5.271534;1.000000;0.000000;1.000000
under65;hisp;5;50;12;38;920.288444;24.218117;Uncorrelated;1;25;20;28;-1.827592;0.471214;-3.878479;0.000474;0.059822;0.016727;3.576304;0.001100;0.057694;0.016813;3.431430;0.001633;0.000003;0.000000;0.004168;1.000000;0.000000;1.000000
under65;hisp;5;50;12;38;920.288444;24.218117;Uncorrelated;2;31;27;32;2.626018;2.241966;1.171301;0.249866;-0.083842;0.069069;-1.213898;0.233403;-0.143665;0.071066;-2.021583;0.051390;0.222042;0.000000;6.821711;1.000000;0.000000;1.000000
under65;hisp;5;50;12;38;920.288444;24.218117;Uncorrelated;3;34;33;35;-4.656826;2.295982;-2.028250;0.050669;0.130359;0.064561;2.019164;0.051654;0.214201;0.094544;2.265622;0.030161;0.000280;0.000000;0.004606;1.000000;0.000000;1.000000
under65;hisp;5;50;12;38;920.288444;24.218117;Uncorrelated;4;37;36;38;5.209325;2.611840;1.994504;0.054412;-0.136294;0.067871;-2.008131;0.052872;-0.266653;0.093673;-2.846644;0.007541;5.026414;0.000000;0.061411;1.000000;0.000000;1.000000
under65;hisp;5;50;12;38;920.288444;24.218117;Uncorrelated;5;40;39;42;-0.772878;0.247813;-3.118793;0.003754;0.013261;0.005432;2.441392;0.020160;0.149555;0.068088;2.196496;0.035189;0.004771;0.000000;0.000030;1.000000;0.000000;1.000000
under65;multirace;0;50;2;48;75.856466;1.580343;Uncorrelated;0;NA;NA;NA;-0.601162;0.014545;-41.332502;0.000000;0.002470;0.000469;5.271070;0.000003;NA;NA;NA;NA;0.000212;-0.000006;0.000000;1.000000;-0.884806;1.000000
under65;nhopi;4;50;10;40;55.113583;1.377840;Uncorrelated;0;NA;NA;NA;0.258395;0.032793;7.879629;0.000000;0.000420;0.002184;0.192277;0.848606;NA;NA;NA;NA;0.001075;0.000000;0.000078;1.000000;0.000000;1.000000
under65;nhopi;4;50;10;40;55.113583;1.377840;Uncorrelated;1;26;3;39;-0.928725;0.917938;-1.011752;0.318409;0.046078;0.032164;1.432606;0.160598;0.045658;0.032238;1.416288;0.165286;0.000005;0.000000;15.180357;1.000000;0.000000;1.000000
under65;nhopi;4;50;10;40;55.113583;1.377840;Uncorrelated;2;31;26;42;0.904888;0.318370;2.842250;0.007333;-0.013070;0.008807;-1.484014;0.146509;-0.059149;0.033348;-1.773676;0.084577;0.842610;0.000000;0.008395;1.000000;0.000000;1.000000
under65;nhopi;4;50;10;40;55.113583;1.377840;Uncorrelated;3;41;39;45;-4.256713;3.896198;-1.092530;0.281858;0.112822;0.091625;1.231352;0.226175;0.125893;0.092047;1.367698;0.179885;0.001035;0.000000;0.499323;1.000000;0.000000;1.000000
under65;nhopi;4;50;10;40;55.113583;1.377840;Uncorrelated;4;44;43;48;3.377251;0.706628;4.779393;0.000029;-0.060677;0.014969;-4.053429;0.000258;-0.173499;0.092840;-1.868807;0.069803;0.101360;0.000000;0.000224;1.000000;0.000000;1.000000
