"age_grp";"race";"month_from_start";"rr";"Model";"Standard Error";"Flag";"APC";"Joinpoints";"Final Selected Model"
all_ages;aian;36;1.362769360;1.349360777;0.025981878;NA;0.313766364;5;5
all_ages;aian;37;1.371998126;1.353594617;0.026147941;Joinpoint 3;NA;5;5
all_ages;aian;38;1.269908253;1.283901432;0.028656743;NA;-5.148748700;5;5
all_ages;aian;39;1.179562784;1.217796573;0.027916035;NA;-5.148748700;5;5
all_ages;aian;40;1.159828780;1.155095288;0.028206465;Joinpoint 4;NA;5;5
all_ages;aian;41;1.208230770;1.189599465;0.028557188;NA;2.987128216*;5;5
all_ages;aian;42;1.254563713;1.225134327;0.029745876;NA;2.987128216*;5;5
all_ages;aian;43;1.227696419;1.261730660;0.028812289;NA;2.987128216*;5;5
all_ages;aian;44;1.330103374;1.299420172;0.028047901;NA;2.987128216*;5;5
all_ages;aian;45;1.308569741;1.338235519;0.027311744;Joinpoint 5;NA;5;5
all_ages;aian;46;1.337234325;1.306498541;0.028039914;NA;-2.371553991*;5;5
all_ages;aian;47;1.281672058;1.275514223;0.028279205;NA;-2.371553991*;5;5
all_ages;aian;48;1.216374868;1.245264714;0.026768284;NA;-2.371553991*;5;5
all_ages;aian;49;1.184224101;1.215732589;0.024723358;NA;-2.371553991*;5;5
all_ages;aian;50;1.226801238;1.186900835;0.028162306;NA;-2.371553991*;5;5
all_ages;asian;1;0.516458041;0.513790070;0.006409840;NA;-0.117884275;5;5
all_ages;asian;2;0.503793422;0.513184392;0.006931417;NA;-0.117884275;5;5
all_ages;asian;3;0.528055740;0.512579429;0.006929429;NA;-0.117884275;5;5
all_ages;asian;4;0.506696462;0.511975178;0.006966739;NA;-0.117884275;5;5
all_ages;asian;5;0.510005864;0.511371640;0.007067511;NA;-0.117884275;5;5
all_ages;asian;6;0.505656821;0.510768813;0.007141510;NA;-0.117884275;5;5
all_ages;asian;7;0.505075196;0.510166697;0.007056196;NA;-0.117884275;5;5
all_ages;asian;8;0.498872979;0.509565291;0.007013381;NA;-0.117884275;5;5
all_ages;asian;9;0.502283476;0.508964593;0.007116946;NA;-0.117884275;5;5
all_ages;asian;10;0.497942365;0.508364604;0.006829967;NA;-0.117884275;5;5
all_ages;asian;11;0.522779408;0.507765322;0.007032814;NA;-0.117884275;5;5
all_ages;asian;12;0.517871684;0.507166747;0.006776495;NA;-0.117884275;5;5
all_ages;asian;13;0.507589979;0.506568877;0.006584726;NA;-0.117884275;5;5
all_ages;asian;14;0.532125611;0.505971712;0.007089532;NA;-0.117884275;5;5
all_ages;asian;15;0.517336963;0.505375251;0.006668265;NA;-0.117884275;5;5
all_ages;asian;16;0.504814393;0.504779493;0.006815098;NA;-0.117884275;5;5
all_ages;asian;17;0.492895574;0.504184437;0.006704829;NA;-0.117884275;5;5
all_ages;asian;18;0.497887888;0.503590083;0.006896220;NA;-0.117884275;5;5
all_ages;asian;19;0.492939043;0.502996429;0.006787261;NA;-0.117884275;5;5
all_ages;asian;20;0.489483612;0.502403476;0.006779763;NA;-0.117884275;5;5
all_ages;asian;21;0.488009666;0.501811221;0.006836522;NA;-0.117884275;5;5
all_ages;asian;22;0.499533587;0.501219664;0.006694437;NA;-0.117884275;5;5
all_ages;asian;23;0.504961021;0.500628805;0.006716943;NA;-0.117884275;5;5
all_ages;asian;24;0.516449301;0.500038643;0.006560386;NA;-0.117884275;5;5
all_ages;asian;25;0.516513457;0.499449176;0.006436993;Joinpoint 1;NA;5;5
all_ages;asian;26;0.527337337;0.543304977;0.006766323;NA;8.780833560*;5;5
all_ages;asian;27;0.557847441;0.591011682;0.006673988;NA;8.780833560*;5;5
all_ages;asian;28;0.720396145;0.642907434;0.007235326;Joinpoint 2;NA;5;5
all_ages;asian;29;0.573265563;0.608736607;0.006693083;NA;-5.315046229*;5;5
all_ages;asian;30;0.533631195;0.576381975;0.006783360;NA;-5.315046229*;5;5
all_ages;asian;31;0.514922523;0.545747007;0.006375431;NA;-5.315046229*;5;5
all_ages;asian;32;0.522932276;0.516740301;0.006393288;NA;-5.315046229*;5;5
all_ages;asian;33;0.512901670;0.489275315;0.006478889;NA;-5.315046229*;5;5
all_ages;asian;34;0.487934750;0.463270106;0.006087848;Joinpoint 3;NA;5;5
all_ages;asian;35;0.492950077;0.519540988;0.005838686;NA;12.146452266*;5;5
all_ages;asian;36;0.589470892;0.582646786;0.005877610;NA;12.146452266*;5;5
all_ages;asian;37;0.680857677;0.653417700;0.006359268;Joinpoint 4;NA;5;5
all_ages;asian;38;0.622804065;0.617903284;0.006909333;NA;-5.435178202*;5;5
all_ages;asian;39;0.568752943;0.584319139;0.006622294;NA;-5.435178202*;5;5
all_ages;asian;40;0.520766895;0.552560352;0.006462229;NA;-5.435178202*;5;5
all_ages;asian;41;0.506420319;0.522527713;0.006327203;NA;-5.435178202*;5;5
all_ages;asian;42;0.473155586;0.494127400;0.006248722;NA;-5.435178202*;5;5
all_ages;asian;43;0.488519215;0.467270696;0.006206034;NA;-5.435178202*;5;5
all_ages;asian;44;0.465242038;0.441873701;0.005651106;Joinpoint 5;NA;5;5
all_ages;asian;45;0.456079032;0.459797566;0.005512770;NA;4.056332202*;5;5
all_ages;asian;46;0.481733961;0.478448483;0.005764410;NA;4.056332202*;5;5
all_ages;asian;47;0.491111921;0.497855942;0.006001994;NA;4.056332202*;5;5
all_ages;asian;48;0.500859271;0.518050633;0.005878973;NA;4.056332202*;5;5
all_ages;asian;49;0.561039912;0.539064488;0.005853089;NA;4.056332202*;5;5
all_ages;asian;50;0.552942323;0.560930734;0.006504819;NA;4.056332202*;5;5
all_ages;black;1;1.179592714;1.196402693;0.007106612;NA;-0.031176153;3;3
all_ages;black;2;1.186618024;1.196029701;0.007832645;NA;-0.031176153;3;3
all_ages;black;3;1.183539393;1.195656825;0.007620270;NA;-0.031176153;3;3
all_ages;black;4;1.178949025;1.195284065;0.007834126;NA;-0.031176153;3;3
all_ages;black;5;1.192334555;1.194911422;0.007962388;NA;-0.031176153;3;3
all_ages;black;6;1.197723956;1.194538894;0.008132051;NA;-0.031176153;3;3
all_ages;black;7;1.204202490;1.194166483;0.008052709;NA;-0.031176153;3;3
all_ages;black;8;1.212845022;1.193794188;0.008111590;NA;-0.031176153;3;3
all_ages;black;9;1.211268009;1.193422009;0.008195447;NA;-0.031176153;3;3
all_ages;black;10;1.194873059;1.193049946;0.007856977;NA;-0.031176153;3;3
all_ages;black;11;1.206729099;1.192677998;0.007935993;NA;-0.031176153;3;3
all_ages;black;12;1.206044671;1.192306167;0.007680621;NA;-0.031176153;3;3
all_ages;black;13;1.184318384;1.191934452;0.007470830;NA;-0.031176153;3;3
all_ages;black;14;1.189474533;1.191562853;0.007872783;NA;-0.031176153;3;3
all_ages;black;15;1.189734489;1.191191369;0.007526995;NA;-0.031176153;3;3
all_ages;black;16;1.177939892;1.190820002;0.007765115;NA;-0.031176153;3;3
all_ages;black;17;1.195836582;1.190448750;0.007806093;NA;-0.031176153;3;3
all_ages;black;18;1.199936759;1.190077614;0.008008591;NA;-0.031176153;3;3
all_ages;black;19;1.205875731;1.189706593;0.007959181;NA;-0.031176153;3;3
all_ages;black;20;1.194789928;1.189335689;0.007944650;NA;-0.031176153;3;3
all_ages;black;21;1.205261930;1.188964899;0.008071008;NA;-0.031176153;3;3
all_ages;black;22;1.192004708;1.188594226;0.007757388;NA;-0.031176153;3;3
all_ages;black;23;1.217968253;1.188223668;0.007844681;NA;-0.031176153;3;3
all_ages;black;24;1.215123781;1.187853226;0.007588469;NA;-0.031176153;3;3
all_ages;black;25;1.193352201;1.187482899;0.007379332;Joinpoint 1;NA;3;3
all_ages;black;26;1.204184279;1.308490238;0.007705695;NA;10.190238531;3;3
all_ages;black;27;1.313641207;1.441828515;0.007787732;NA;10.190238531;3;3
all_ages;black;28;1.768672089;1.588754280;0.008861020;Joinpoint 2;NA;3;3
all_ages;black;29;1.467970787;1.525704603;0.008249613;NA;-3.968497675*;3;3
all_ages;black;30;1.369510478;1.465157051;0.008317020;NA;-3.968497675*;3;3
all_ages;black;31;1.420741397;1.407012328;0.008141013;NA;-3.968497675*;3;3
all_ages;black;32;1.379789109;1.351175076;0.007974540;NA;-3.968497675*;3;3
all_ages;black;33;1.291267321;1.297553725;0.007863329;Joinpoint 3;NA;3;3
all_ages;black;34;1.248553449;1.293194845;0.007447241;NA;-0.335930599;3;3
all_ages;black;35;1.209032850;1.288850608;0.006975350;NA;-0.335930599;3;3
all_ages;black;36;1.245095823;1.284520964;0.006529291;NA;-0.335930599;3;3
all_ages;black;37;1.322360245;1.280205865;0.006783788;NA;-0.335930599;3;3
all_ages;black;38;1.369911349;1.275905262;0.007900366;NA;-0.335930599;3;3
all_ages;black;39;1.297670891;1.271619106;0.007687032;NA;-0.335930599;3;3
all_ages;black;40;1.324003728;1.267347348;0.007950864;NA;-0.335930599;3;3
all_ages;black;41;1.303226987;1.263089940;0.007837922;NA;-0.335930599;3;3
all_ages;black;42;1.248299048;1.258846835;0.007810223;NA;-0.335930599;3;3
all_ages;black;43;1.264891252;1.254617983;0.007691199;NA;-0.335930599;3;3
all_ages;black;44;1.338359725;1.250403337;0.007409178;NA;-0.335930599;3;3
all_ages;black;45;1.269234553;1.246202850;0.007070141;NA;-0.335930599;3;3
all_ages;black;46;1.171940878;1.242016473;0.006853991;NA;-0.335930599;3;3
all_ages;black;47;1.143929430;1.237844160;0.006970225;NA;-0.335930599;3;3
all_ages;black;48;1.101805943;1.233685863;0.006608858;NA;-0.335930599;3;3
all_ages;black;49;1.340100882;1.229541534;0.006947930;NA;-0.335930599;3;3
all_ages;black;50;1.198249517;1.225411128;0.007287751;NA;-0.335930599;3;3
all_ages;hisp;1;0.705883007;0.701947921;0.005408922;NA;0.062835264;5;5
all_ages;hisp;2;0.701028872;0.702388992;0.005900382;NA;0.062835264;5;5
all_ages;hisp;3;0.706286036;0.702830340;0.005781090;NA;0.062835264;5;5
all_ages;hisp;4;0.696510102;0.703271966;0.005902245;NA;0.062835264;5;5
all_ages;hisp;5;0.704475547;0.703713868;0.005974406;NA;0.062835264;5;5
all_ages;hisp;6;0.712301289;0.704156049;0.006113825;NA;0.062835264;5;5
all_ages;hisp;7;0.706683206;0.704598507;0.006007508;NA;0.062835264;5;5
all_ages;hisp;8;0.707153784;0.705041243;0.006029306;NA;0.062835264;5;5
all_ages;hisp;9;0.698821901;0.705484258;0.006054455;NA;0.062835264;5;5
all_ages;hisp;10;0.684674228;0.705927551;0.005792128;NA;0.062835264;5;5
all_ages;hisp;11;0.703372451;0.706371122;0.005903660;NA;0.062835264;5;5
all_ages;hisp;12;0.710999212;0.706814972;0.005745862;NA;0.062835264;5;5
all_ages;hisp;13;0.718733326;0.707259102;0.005685867;NA;0.062835264;5;5
all_ages;hisp;14;0.707206705;0.707703510;0.005921995;NA;0.062835264;5;5
all_ages;hisp;15;0.710198849;0.708148197;0.005662958;NA;0.062835264;5;5
all_ages;hisp;16;0.706491617;0.708593164;0.005858771;NA;0.062835264;5;5
all_ages;hisp;17;0.713252955;0.709038410;0.005865769;NA;0.062835264;5;5
all_ages;hisp;18;0.712299292;0.709483936;0.005974505;NA;0.062835264;5;5
all_ages;hisp;19;0.710418967;0.709929742;0.005905875;NA;0.062835264;5;5
all_ages;hisp;20;0.707692771;0.710375829;0.005904833;NA;0.062835264;5;5
all_ages;hisp;21;0.711386586;0.710822195;0.005986283;NA;0.062835264;5;5
all_ages;hisp;22;0.697728854;0.711268842;0.005737351;NA;0.062835264;5;5
all_ages;hisp;23;0.704907847;0.711715770;0.005758429;NA;0.062835264;5;5
all_ages;hisp;24;0.717773815;0.712162978;0.005617512;NA;0.062835264;5;5
all_ages;hisp;25;0.723091190;0.712610468;0.005561460;Joinpoint 1;NA;5;5
all_ages;hisp;26;0.721341973;0.759305931;0.005772247;NA;6.552733253*;5;5
