"age_grp";"race";"month_from_start";"rr";"Model";"Standard Error";"Flag";"APC";"Joinpoints";"Final Selected Model"
"all_ages";"hisp";35;0.84;0.85;0.01;NA;13.62*;5;5
"all_ages";"hisp";36;0.97;0.97;0.01;NA;13.62*;5;5
"all_ages";"hisp";37;1.11;1.10;0.01;Joinpoint 4;NA;5;5
"all_ages";"hisp";38;0.98;0.97;0.01;NA;-11.33;5;5
"all_ages";"hisp";39;0.84;0.86;0.01;NA;-11.33;5;5
"all_ages";"hisp";40;0.78;0.77;0.01;Joinpoint 5;NA;5;5
"all_ages";"hisp";41;0.76;0.77;0.01;NA;0.51;5;5
"all_ages";"hisp";42;0.75;0.77;0.01;NA;0.51;5;5
"all_ages";"hisp";43;0.75;0.78;0.01;NA;0.51;5;5
"all_ages";"hisp";44;0.84;0.78;0.01;NA;0.51;5;5
"all_ages";"hisp";45;0.83;0.79;0.01;NA;0.51;5;5
"all_ages";"hisp";46;0.77;0.79;0.01;NA;0.51;5;5
"all_ages";"hisp";47;0.78;0.79;0.01;NA;0.51;5;5
"all_ages";"hisp";48;0.78;0.80;0.01;NA;0.51;5;5
"all_ages";"multirace";1;0.44;0.44;0.01;NA;0.13*;0;0
"all_ages";"multirace";2;0.45;0.44;0.02;NA;0.13*;0;0
"all_ages";"multirace";3;0.48;0.44;0.02;NA;0.13*;0;0
"all_ages";"multirace";4;0.42;0.45;0.01;NA;0.13*;0;0
"all_ages";"multirace";5;0.48;0.45;0.02;NA;0.13*;0;0
"all_ages";"multirace";6;0.46;0.45;0.02;NA;0.13*;0;0
"all_ages";"multirace";7;0.45;0.45;0.02;NA;0.13*;0;0
"all_ages";"multirace";8;0.47;0.45;0.02;NA;0.13*;0;0
"all_ages";"multirace";9;0.45;0.45;0.02;NA;0.13*;0;0
"all_ages";"multirace";10;0.44;0.45;0.01;NA;0.13*;0;0
"all_ages";"multirace";11;0.45;0.45;0.02;NA;0.13*;0;0
"all_ages";"multirace";12;0.45;0.45;0.01;NA;0.13*;0;0
"all_ages";"multirace";13;0.42;0.45;0.01;NA;0.13*;0;0
"all_ages";"multirace";14;0.46;0.45;0.02;NA;0.13*;0;0
"all_ages";"multirace";15;0.46;0.45;0.01;NA;0.13*;0;0
"all_ages";"multirace";16;0.43;0.45;0.01;NA;0.13*;0;0
"all_ages";"multirace";17;0.46;0.45;0.01;NA;0.13*;0;0
"all_ages";"multirace";18;0.46;0.45;0.02;NA;0.13*;0;0
"all_ages";"multirace";19;0.45;0.45;0.01;NA;0.13*;0;0
"all_ages";"multirace";20;0.45;0.45;0.01;NA;0.13*;0;0
"all_ages";"multirace";21;0.46;0.46;0.02;NA;0.13*;0;0
"all_ages";"multirace";22;0.42;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";23;0.42;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";24;0.46;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";25;0.44;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";26;0.45;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";27;0.44;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";28;0.44;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";29;0.46;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";30;0.48;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";31;0.47;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";32;0.45;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";33;0.46;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";34;0.47;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";35;0.43;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";36;0.45;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";37;0.49;0.46;0.01;NA;0.13*;0;0
"all_ages";"multirace";38;0.47;0.47;0.01;NA;0.13*;0;0
"all_ages";"multirace";39;0.47;0.47;0.01;NA;0.13*;0;0
"all_ages";"multirace";40;0.50;0.47;0.01;NA;0.13*;0;0
"all_ages";"multirace";41;0.48;0.47;0.01;NA;0.13*;0;0
"all_ages";"multirace";42;0.46;0.47;0.01;NA;0.13*;0;0
"all_ages";"multirace";43;0.49;0.47;0.01;NA;0.13*;0;0
"all_ages";"multirace";44;0.47;0.47;0.01;NA;0.13*;0;0
"all_ages";"multirace";45;0.47;0.47;0.01;NA;0.13*;0;0
"all_ages";"multirace";46;0.49;0.47;0.01;NA;0.13*;0;0
"all_ages";"multirace";47;0.47;0.47;0.01;NA;0.13*;0;0
"all_ages";"multirace";48;0.45;0.47;0.01;NA;0.13*;0;0
"all_ages";"nhopi";1;0.93;0.86;0.05;NA;0.52*;0;0
"all_ages";"nhopi";2;0.81;0.87;0.05;NA;0.52*;0;0
"all_ages";"nhopi";3;0.97;0.87;0.06;NA;0.52*;0;0
"all_ages";"nhopi";4;0.96;0.88;0.06;NA;0.52*;0;0
"all_ages";"nhopi";5;0.88;0.88;0.06;NA;0.52*;0;0
"all_ages";"nhopi";6;0.98;0.89;0.06;NA;0.52*;0;0
"all_ages";"nhopi";7;0.95;0.89;0.06;NA;0.52*;0;0
"all_ages";"nhopi";8;0.85;0.90;0.06;NA;0.52*;0;0
"all_ages";"nhopi";9;0.98;0.90;0.06;NA;0.52*;0;0
"all_ages";"nhopi";10;0.87;0.90;0.06;NA;0.52*;0;0
"all_ages";"nhopi";11;0.83;0.91;0.06;NA;0.52*;0;0
"all_ages";"nhopi";12;0.86;0.91;0.05;NA;0.52*;0;0
"all_ages";"nhopi";13;0.93;0.92;0.05;NA;0.52*;0;0
"all_ages";"nhopi";14;0.91;0.92;0.06;NA;0.52*;0;0
"all_ages";"nhopi";15;0.94;0.93;0.05;NA;0.52*;0;0
"all_ages";"nhopi";16;0.99;0.93;0.06;NA;0.52*;0;0
"all_ages";"nhopi";17;0.98;0.94;0.06;NA;0.52*;0;0
"all_ages";"nhopi";18;0.91;0.94;0.06;NA;0.52*;0;0
"all_ages";"nhopi";19;0.87;0.95;0.06;NA;0.52*;0;0
"all_ages";"nhopi";20;0.87;0.95;0.06;NA;0.52*;0;0
"all_ages";"nhopi";21;0.90;0.96;0.06;NA;0.52*;0;0
"all_ages";"nhopi";22;0.95;0.96;0.06;NA;0.52*;0;0
"all_ages";"nhopi";23;0.95;0.97;0.06;NA;0.52*;0;0
"all_ages";"nhopi";24;0.85;0.97;0.05;NA;0.52*;0;0
"all_ages";"nhopi";25;0.95;0.98;0.05;NA;0.52*;0;0
"all_ages";"nhopi";26;0.96;0.98;0.06;NA;0.52*;0;0
"all_ages";"nhopi";27;0.87;0.99;0.05;NA;0.52*;0;0
"all_ages";"nhopi";28;0.91;0.99;0.05;NA;0.52*;0;0
"all_ages";"nhopi";29;0.94;1.00;0.05;NA;0.52*;0;0
"all_ages";"nhopi";30;1.01;1.00;0.06;NA;0.52*;0;0
"all_ages";"nhopi";31;1.15;1.01;0.06;NA;0.52*;0;0
"all_ages";"nhopi";32;1.01;1.01;0.05;NA;0.52*;0;0
"all_ages";"nhopi";33;0.98;1.02;0.05;NA;0.52*;0;0
"all_ages";"nhopi";34;1.02;1.02;0.05;NA;0.52*;0;0
"all_ages";"nhopi";35;0.95;1.03;0.05;NA;0.52*;0;0
"all_ages";"nhopi";36;1.06;1.03;0.05;NA;0.52*;0;0
"all_ages";"nhopi";37;1.08;1.04;0.05;NA;0.52*;0;0
"all_ages";"nhopi";38;1.04;1.05;0.05;NA;0.52*;0;0
"all_ages";"nhopi";39;1.09;1.05;0.06;NA;0.52*;0;0
"all_ages";"nhopi";40;1.06;1.06;0.06;NA;0.52*;0;0
"all_ages";"nhopi";41;0.94;1.06;0.05;NA;0.52*;0;0
"all_ages";"nhopi";42;1.04;1.07;0.06;NA;0.52*;0;0
"all_ages";"nhopi";43;1.06;1.07;0.06;NA;0.52*;0;0
"all_ages";"nhopi";44;1.27;1.08;0.06;NA;0.52*;0;0
"all_ages";"nhopi";45;1.24;1.08;0.05;NA;0.52*;0;0
"all_ages";"nhopi";46;1.04;1.09;0.05;NA;0.52*;0;0
"all_ages";"nhopi";47;1.03;1.09;0.05;NA;0.52*;0;0
"all_ages";"nhopi";48;1.10;1.10;0.05;NA;0.52*;0;0
"under65";"aian";1;1.56;1.68;0.05;NA;0.16;4;4
"under65";"aian";2;1.68;1.68;0.06;NA;0.16;4;4
"under65";"aian";3;1.71;1.68;0.06;NA;0.16;4;4
"under65";"aian";4;1.68;1.68;0.06;NA;0.16;4;4
"under65";"aian";5;1.75;1.69;0.06;NA;0.16;4;4
"under65";"aian";6;1.65;1.69;0.06;NA;0.16;4;4
"under65";"aian";7;1.75;1.69;0.06;NA;0.16;4;4
"under65";"aian";8;1.73;1.69;0.06;NA;0.16;4;4
"under65";"aian";9;1.63;1.70;0.06;NA;0.16;4;4
"under65";"aian";10;1.67;1.70;0.06;NA;0.16;4;4
"under65";"aian";11;1.66;1.70;0.06;NA;0.16;4;4
"under65";"aian";12;1.75;1.70;0.06;NA;0.16;4;4
"under65";"aian";13;1.81;1.71;0.06;NA;0.16;4;4
"under65";"aian";14;1.72;1.71;0.06;NA;0.16;4;4
"under65";"aian";15;1.77;1.71;0.06;NA;0.16;4;4
"under65";"aian";16;1.69;1.72;0.06;NA;0.16;4;4
"under65";"aian";17;1.75;1.72;0.06;NA;0.16;4;4
"under65";"aian";18;1.66;1.72;0.06;NA;0.16;4;4
"under65";"aian";19;1.74;1.72;0.06;NA;0.16;4;4
"under65";"aian";20;1.69;1.73;0.06;NA;0.16;4;4
"under65";"aian";21;1.68;1.73;0.06;NA;0.16;4;4
"under65";"aian";22;1.72;1.73;0.06;NA;0.16;4;4
"under65";"aian";23;1.73;1.73;0.06;NA;0.16;4;4
"under65";"aian";24;1.74;1.74;0.06;NA;0.16;4;4
"under65";"aian";25;1.75;1.74;0.06;NA;0.16;4;4
"under65";"aian";26;1.73;1.74;0.06;NA;0.16;4;4
"under65";"aian";27;1.76;1.74;0.06;Joinpoint 1;NA;4;4
"under65";"aian";28;1.88;1.90;0.06;NA;9.03;4;4
"under65";"aian";29;2.06;2.07;0.06;NA;9.03;4;4
"under65";"aian";30;2.33;2.26;0.06;Joinpoint 2;NA;4;4
"under65";"aian";31;2.42;2.28;0.06;NA;0.64;4;4
"under65";"aian";32;2.18;2.29;0.06;NA;0.64;4;4
"under65";"aian";33;2.13;2.31;0.06;NA;0.64;4;4
"under65";"aian";34;2.29;2.32;0.06;NA;0.64;4;4
"under65";"aian";35;2.35;2.34;0.06;NA;0.64;4;4
"under65";"aian";36;2.33;2.35;0.06;NA;0.64;4;4
"under65";"aian";37;2.49;2.37;0.06;Joinpoint 3;NA;4;4
"under65";"aian";38;2.22;2.24;0.06;NA;-5.48;4;4
"under65";"aian";39;1.98;2.11;0.06;NA;-5.48;4;4
"under65";"aian";40;1.93;2.00;0.06;Joinpoint 4;NA;4;4
"under65";"aian";41;2.08;2.03;0.06;NA;1.51*;4;4
"under65";"aian";42;2.10;2.06;0.06;NA;1.51*;4;4
"under65";"aian";43;2.09;2.09;0.06;NA;1.51*;4;4
"under65";"aian";44;2.23;2.12;0.06;NA;1.51*;4;4
"under65";"aian";45;2.13;2.15;0.05;NA;1.51*;4;4
"under65";"aian";46;2.25;2.19;0.06;NA;1.51*;4;4
"under65";"aian";47;2.20;2.22;0.06;NA;1.51*;4;4
"under65";"aian";48;2.15;2.25;0.06;NA;1.51*;4;4
"under65";"asian";1;0.39;0.39;0.01;NA;-0.03;5;5
"under65";"asian";2;0.37;0.39;0.01;NA;-0.03;5;5
"under65";"asian";3;0.41;0.39;0.01;NA;-0.03;5;5
"under65";"asian";4;0.39;0.39;0.01;NA;-0.03;5;5
"under65";"asian";5;0.38;0.39;0.01;NA;-0.03;5;5
"under65";"asian";6;0.39;0.39;0.01;NA;-0.03;5;5
"under65";"asian";7;0.38;0.39;0.01;NA;-0.03;5;5
"under65";"asian";8;0.40;0.39;0.01;NA;-0.03;5;5
"under65";"asian";9;0.39;0.39;0.01;NA;-0.03;5;5
"under65";"asian";10;0.39;0.39;0.01;NA;-0.03;5;5
"under65";"asian";11;0.42;0.39;0.01;NA;-0.03;5;5
"under65";"asian";12;0.41;0.39;0.01;NA;-0.03;5;5
"under65";"asian";13;0.40;0.39;0.01;NA;-0.03;5;5
"under65";"asian";14;0.42;0.39;0.01;NA;-0.03;5;5
"under65";"asian";15;0.38;0.39;0.01;NA;-0.03;5;5
"under65";"asian";16;0.41;0.39;0.01;NA;-0.03;5;5
"under65";"asian";17;0.39;0.39;0.01;NA;-0.03;5;5
"under65";"asian";18;0.40;0.39;0.01;NA;-0.03;5;5
"under65";"asian";19;0.38;0.39;0.01;NA;-0.03;5;5
"under65";"asian";20;0.40;0.39;0.01;NA;-0.03;5;5
"under65";"asian";21;0.39;0.39;0.01;NA;-0.03;5;5
"under65";"asian";22;0.39;0.39;0.01;NA;-0.03;5;5
"under65";"asian";23;0.38;0.39;0.01;NA;-0.03;5;5
"under65";"asian";24;0.41;0.39;0.01;NA;-0.03;5;5
"under65";"asian";25;0.38;0.39;0.01;Joinpoint 1;NA;5;5
"under65";"asian";26;0.41;0.43;0.01;NA;9.40;5;5
"under65";"asian";27;0.43;0.47;0.01;NA;9.40;5;5
"under65";"asian";28;0.55;0.51;0.01;Joinpoint 2;NA;5;5
"under65";"asian";29;0.43;0.45;0.01;NA;-11.24*;5;5
"under65";"asian";30;0.40;0.40;0.01;NA;-11.24*;5;5
"under65";"asian";31;0.38;0.36;0.01;Joinpoint 3;NA;5;5
"under65";"asian";32;0.38;0.38;0.01;NA;5.25*;5;5
"under65";"asian";33;0.40;0.40;0.01;NA;5.25*;5;5
"under65";"asian";34;0.39;0.42;0.01;NA;5.25*;5;5
"under65";"asian";35;0.40;0.44;0.01;NA;5.25*;5;5
"under65";"asian";36;0.46;0.46;0.01;NA;5.25*;5;5
"under65";"asian";37;0.50;0.49;0.01;Joinpoint 4;NA;5;5
"under65";"asian";38;0.48;0.46;0.01;NA;-5.81*;5;5
"under65";"asian";39;0.42;0.43;0.01;NA;-5.81*;5;5
"under65";"asian";40;0.40;0.41;0.01;NA;-5.81*;5;5
"under65";"asian";41;0.40;0.38;0.01;NA;-5.81*;5;5
"under65";"asian";42;0.35;0.36;0.01;Joinpoint 5;NA;5;5
"under65";"asian";43;0.37;0.36;0.01;NA;0.39;5;5
"under65";"asian";44;0.36;0.36;0.01;NA;0.39;5;5
"under65";"asian";45;0.34;0.36;0.01;NA;0.39;5;5
"under65";"asian";46;0.37;0.37;0.01;NA;0.39;5;5
"under65";"asian";47;0.38;0.37;0.01;NA;0.39;5;5
"under65";"asian";48;0.37;0.37;0.01;NA;0.39;5;5
"under65";"black";1;1.53;1.51;0.01;NA;0.07;4;4
"under65";"black";2;1.50;1.51;0.01;NA;0.07;4;4
"under65";"black";3;1.51;1.51;0.01;NA;0.07;4;4
"under65";"black";4;1.53;1.51;0.01;NA;0.07;4;4
"under65";"black";5;1.51;1.51;0.01;NA;0.07;4;4
"under65";"black";6;1.48;1.51;0.01;NA;0.07;4;4
"under65";"black";7;1.49;1.51;0.01;NA;0.07;4;4
"under65";"black";8;1.49;1.51;0.01;NA;0.07;4;4
"under65";"black";9;1.51;1.52;0.01;NA;0.07;4;4
"under65";"black";10;1.50;1.52;0.01;NA;0.07;4;4
"under65";"black";11;1.55;1.52;0.01;NA;0.07;4;4
"under65";"black";12;1.54;1.52;0.01;NA;0.07;4;4
"under65";"black";13;1.52;1.52;0.01;NA;0.07;4;4
"under65";"black";14;1.54;1.52;0.02;NA;0.07;4;4
"under65";"black";15;1.52;1.52;0.01;NA;0.07;4;4
"under65";"black";16;1.51;1.52;0.01;NA;0.07;4;4
"under65";"black";17;1.55;1.52;0.01;NA;0.07;4;4
"under65";"black";18;1.54;1.53;0.01;NA;0.07;4;4
"under65";"black";19;1.54;1.53;0.01;NA;0.07;4;4
"under65";"black";20;1.51;1.53;0.01;NA;0.07;4;4
"under65";"black";21;1.52;1.53;0.01;NA;0.07;4;4
"under65";"black";22;1.52;1.53;0.01;NA;0.07;4;4
"under65";"black";23;1.57;1.53;0.01;NA;0.07;4;4
"under65";"black";24;1.58;1.53;0.01;NA;0.07;4;4
"under65";"black";25;1.55;1.53;0.01;Joinpoint 1;NA;4;4
"under65";"black";26;1.55;1.64;0.01;NA;7.21*;4;4
"under65";"black";27;1.65;1.76;0.01;NA;7.21*;4;4
"under65";"black";28;2.07;1.89;0.02;Joinpoint 2;NA;4;4
"under65";"black";29;1.77;1.84;0.01;NA;-2.42*;4;4
"under65";"black";30;1.73;1.80;0.02;NA;-2.42*;4;4
"under65";"black";31;1.79;1.76;0.01;NA;-2.42*;4;4
"under65";"black";32;1.72;1.71;0.01;NA;-2.42*;4;4
"under65";"black";33;1.67;1.67;0.01;Joinpoint 3;NA;4;4
"under65";"black";34;1.67;1.67;0.01;NA;0.09;4;4
"under65";"black";35;1.64;1.67;0.01;NA;0.09;4;4
"under65";"black";36;1.70;1.68;0.01;NA;0.09;4;4
"under65";"black";37;1.73;1.68;0.01;NA;0.09;4;4
"under65";"black";38;1.71;1.68;0.01;NA;0.09;4;4
"under65";"black";39;1.64;1.68;0.01;NA;0.09;4;4
"under65";"black";40;1.71;1.68;0.01;NA;0.09;4;4
"under65";"black";41;1.69;1.68;0.01;NA;0.09;4;4
"under65";"black";42;1.60;1.69;0.01;NA;0.09;4;4
"under65";"black";43;1.66;1.69;0.01;NA;0.09;4;4
"under65";"black";44;1.74;1.69;0.01;Joinpoint 4;NA;4;4
"under65";"black";45;1.62;1.62;0.01;NA;-4.27*;4;4
"under65";"black";46;1.53;1.55;0.01;NA;-4.27*;4;4
"under65";"black";47;1.48;1.48;0.01;NA;-4.27*;4;4
"under65";"black";48;1.43;1.42;0.01;NA;-4.27*;4;4
"under65";"hisp";1;0.70;0.68;0.01;NA;0.21;5;5
"under65";"hisp";2;0.68;0.68;0.01;NA;0.21;5;5
"under65";"hisp";3;0.68;0.68;0.01;NA;0.21;5;5
"under65";"hisp";4;0.68;0.69;0.01;NA;0.21;5;5
"under65";"hisp";5;0.70;0.69;0.01;NA;0.21;5;5
"under65";"hisp";6;0.69;0.69;0.01;NA;0.21;5;5
"under65";"hisp";7;0.70;0.69;0.01;NA;0.21;5;5
"under65";"hisp";8;0.68;0.69;0.01;NA;0.21;5;5
"under65";"hisp";9;0.68;0.69;0.01;NA;0.21;5;5
"under65";"hisp";10;0.67;0.69;0.01;NA;0.21;5;5
"under65";"hisp";11;0.70;0.70;0.01;NA;0.21;5;5
"under65";"hisp";12;0.70;0.70;0.01;NA;0.21;5;5
"under65";"hisp";13;0.71;0.70;0.01;NA;0.21;5;5
"under65";"hisp";14;0.70;0.70;0.01;NA;0.21;5;5
"under65";"hisp";15;0.70;0.70;0.01;NA;0.21;5;5
"under65";"hisp";16;0.69;0.70;0.01;NA;0.21;5;5
"under65";"hisp";17;0.68;0.71;0.01;NA;0.21;5;5
"under65";"hisp";18;0.72;0.71;0.01;NA;0.21;5;5
"under65";"hisp";19;0.70;0.71;0.01;NA;0.21;5;5
"under65";"hisp";20;0.72;0.71;0.01;NA;0.21;5;5
"under65";"hisp";21;0.72;0.71;0.01;NA;0.21;5;5
"under65";"hisp";22;0.70;0.71;0.01;NA;0.21;5;5
"under65";"hisp";23;0.71;0.71;0.01;NA;0.21;5;5
"under65";"hisp";24;0.74;0.72;0.01;NA;0.21;5;5
"under65";"hisp";25;0.72;0.72;0.01;Joinpoint 1;NA;5;5
"under65";"hisp";26;0.71;0.76;0.01;NA;6.17*;5;5
"under65";"hisp";27;0.74;0.81;0.01;NA;6.17*;5;5
"under65";"hisp";28;1.03;0.86;0.01;NA;6.17*;5;5
"under65";"hisp";29;0.88;0.91;0.01;NA;6.17*;5;5
"under65";"hisp";30;0.89;0.97;0.01;NA;6.17*;5;5
"under65";"hisp";31;1.03;1.03;0.01;Joinpoint 2;NA;5;5
"under65";"hisp";32;0.97;0.94;0.01;NA;-8.06;5;5
"under65";"hisp";33;0.84;0.87;0.01;NA;-8.06;5;5
"under65";"hisp";34;0.81;0.80;0.01;Joinpoint 3;NA;5;5
"under65";"hisp";35;0.90;0.91;0.01;NA;14.03;5;5
"under65";"hisp";36;1.06;1.04;0.01;NA;14.03;5;5
"under65";"hisp";37;1.20;1.18;0.01;Joinpoint 4;NA;5;5
"under65";"hisp";38;1.01;1.03;0.01;NA;-13.17*;5;5
"under65";"hisp";39;0.84;0.89;0.01;NA;-13.17*;5;5
"under65";"hisp";40;0.79;0.77;0.01;Joinpoint 5;NA;5;5
"under65";"hisp";41;0.78;0.79;0.01;NA;1.79*;5;5
"under65";"hisp";42;0.78;0.80;0.01;NA;1.79*;5;5
"under65";"hisp";43;0.79;0.82;0.01;NA;1.79*;5;5
"under65";"hisp";44;0.90;0.83;0.01;NA;1.79*;5;5
"under65";"hisp";45;0.91;0.85;0.01;NA;1.79*;5;5
"under65";"hisp";46;0.86;0.86;0.01;NA;1.79*;5;5
"under65";"hisp";47;0.85;0.88;0.01;NA;1.79*;5;5
"under65";"hisp";48;0.84;0.89;0.01;NA;1.79*;5;5
"under65";"multirace";1;0.56;0.55;0.02;NA;0.24*;0;0
"under65";"multirace";2;0.55;0.55;0.02;NA;0.24*;0;0
"under65";"multirace";3;0.57;0.55;0.02;NA;0.24*;0;0
"under65";"multirace";4;0.56;0.55;0.02;NA;0.24*;0;0
"under65";"multirace";5;0.59;0.56;0.02;NA;0.24*;0;0
"under65";"multirace";6;0.56;0.56;0.02;NA;0.24*;0;0
"under65";"multirace";7;0.56;0.56;0.02;NA;0.24*;0;0
"under65";"multirace";8;0.58;0.56;0.02;NA;0.24*;0;0
"under65";"multirace";9;0.53;0.56;0.02;NA;0.24*;0;0
"under65";"multirace";10;0.50;0.56;0.02;NA;0.24*;0;0
"under65";"multirace";11;0.57;0.56;0.02;NA;0.24*;0;0
"under65";"multirace";12;0.56;0.56;0.02;NA;0.24*;0;0
"under65";"multirace";13;0.57;0.57;0.02;NA;0.24*;0;0
"under65";"multirace";14;0.56;0.57;0.02;NA;0.24*;0;0
"under65";"multirace";15;0.58;0.57;0.02;NA;0.24*;0;0
"under65";"multirace";16;0.61;0.57;0.02;NA;0.24*;0;0
"under65";"multirace";17;0.57;0.57;0.02;NA;0.24*;0;0
"under65";"multirace";18;0.62;0.57;0.02;NA;0.24*;0;0
"under65";"multirace";19;0.53;0.57;0.02;NA;0.24*;0;0
"under65";"multirace";20;0.56;0.58;0.02;NA;0.24*;0;0
"under65";"multirace";21;0.61;0.58;0.02;NA;0.24*;0;0
"under65";"multirace";22;0.53;0.58;0.02;NA;0.24*;0;0
"under65";"multirace";23;0.51;0.58;0.02;NA;0.24*;0;0
"under65";"multirace";24;0.55;0.58;0.02;NA;0.24*;0;0
"under65";"multirace";25;0.58;0.58;0.02;NA;0.24*;0;0
"under65";"multirace";26;0.57;0.58;0.02;NA;0.24*;0;0
"under65";"multirace";27;0.57;0.59;0.02;NA;0.24*;0;0
"under65";"multirace";28;0.60;0.59;0.02;NA;0.24*;0;0
"under65";"multirace";29;0.63;0.59;0.02;NA;0.24*;0;0
"under65";"multirace";30;0.60;0.59;0.02;NA;0.24*;0;0
"under65";"multirace";31;0.62;0.59;0.02;NA;0.24*;0;0
"under65";"multirace";32;0.55;0.59;0.02;NA;0.24*;0;0
"under65";"multirace";33;0.55;0.59;0.02;NA;0.24*;0;0
"under65";"multirace";34;0.66;0.60;0.02;NA;0.24*;0;0
"under65";"multirace";35;0.58;0.60;0.02;NA;0.24*;0;0
"under65";"multirace";36;0.61;0.60;0.02;NA;0.24*;0;0
"under65";"multirace";37;0.66;0.60;0.02;NA;0.24*;0;0
"under65";"multirace";38;0.60;0.60;0.02;NA;0.24*;0;0
"under65";"multirace";39;0.60;0.60;0.02;NA;0.24*;0;0
"under65";"multirace";40;0.59;0.60;0.02;NA;0.24*;0;0
"under65";"multirace";41;0.60;0.61;0.02;NA;0.24*;0;0
"under65";"multirace";42;0.60;0.61;0.02;NA;0.24*;0;0
"under65";"multirace";43;0.64;0.61;0.02;NA;0.24*;0;0
"under65";"multirace";44;0.61;0.61;0.02;NA;0.24*;0;0
"under65";"multirace";45;0.59;0.61;0.02;NA;0.24*;0;0
"under65";"multirace";46;0.63;0.61;0.02;NA;0.24*;0;0
"under65";"multirace";47;0.62;0.61;0.02;NA;0.24*;0;0
"under65";"multirace";48;0.59;0.62;0.02;NA;0.24*;0;0
"under65";"nhopi";1;1.38;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";2;1.17;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";3;1.26;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";4;1.28;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";5;1.31;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";6;1.44;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";7;1.23;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";8;1.27;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";9;1.44;1.30;0.11;NA;0.04;4;4
"under65";"nhopi";10;1.18;1.30;0.09;NA;0.04;4;4
"under65";"nhopi";11;1.09;1.30;0.09;NA;0.04;4;4
"under65";"nhopi";12;1.20;1.30;0.09;NA;0.04;4;4
"under65";"nhopi";13;1.44;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";14;1.26;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";15;1.40;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";16;1.38;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";17;1.39;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";18;1.31;1.30;0.10;NA;0.04;4;4
"under65";"nhopi";19;1.31;1.31;0.10;NA;0.04;4;4
"under65";"nhopi";20;1.24;1.31;0.10;NA;0.04;4;4
"under65";"nhopi";21;1.25;1.31;0.10;NA;0.04;4;4
"under65";"nhopi";22;1.40;1.31;0.10;NA;0.04;4;4
"under65";"nhopi";23;1.30;1.31;0.10;NA;0.04;4;4
"under65";"nhopi";24;1.35;1.31;0.10;NA;0.04;4;4
"under65";"nhopi";25;1.28;1.31;0.09;NA;0.04;4;4
"under65";"nhopi";26;1.18;1.31;0.09;Joinpoint 1;NA;4;4
"under65";"nhopi";27;1.42;1.37;0.10;NA;4.71;4;4
"under65";"nhopi";28;1.40;1.44;0.10;NA;4.71;4;4
"under65";"nhopi";29;1.60;1.50;0.10;NA;4.71;4;4
"under65";"nhopi";30;1.41;1.57;0.10;NA;4.71;4;4
"under65";"nhopi";31;1.82;1.65;0.11;Joinpoint 2;NA;4;4
"under65";"nhopi";32;1.43;1.63;0.09;NA;-1.29;4;4
"under65";"nhopi";33;1.42;1.61;0.10;NA;-1.29;4;4
"under65";"nhopi";34;1.72;1.58;0.11;NA;-1.29;4;4
"under65";"nhopi";35;1.47;1.56;0.10;NA;-1.29;4;4
"under65";"nhopi";36;1.68;1.54;0.10;NA;-1.29;4;4
"under65";"nhopi";37;1.60;1.52;0.09;NA;-1.29;4;4
"under65";"nhopi";38;1.45;1.50;0.10;NA;-1.29;4;4
"under65";"nhopi";39;1.68;1.49;0.10;NA;-1.29;4;4
"under65";"nhopi";40;1.44;1.47;0.09;NA;-1.29;4;4
"under65";"nhopi";41;1.31;1.45;0.09;Joinpoint 3;NA;4;4
"under65";"nhopi";42;1.60;1.62;0.10;NA;11.62;4;4
"under65";"nhopi";43;1.68;1.80;0.10;NA;11.62;4;4
"under65";"nhopi";44;2.12;2.01;0.10;Joinpoint 4;NA;4;4
"under65";"nhopi";45;1.93;1.91;0.10;NA;-5.23*;4;4
